Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP5_oct2020;INDUS;iLand_area_km2;km2;31168380.15;31153429.44;31139658.35;31125872.61;31109298.76;31087059.62;31065736.76;31045361.12;31025288.38;31002116.43;30980932.89;30932645.01;30932645.01;30889657.46;30889657.46;30852559.32;30852559.32;30831655.07;30831655.07;30814784.28;30814784.28
IMAGE-GNM;SSP5_oct2020;ROW;iLand_area_km2;km2;59229443.27;59219106.76;59207561.46;59194904.66;59180994.74;59165269.16;59149005.28;59130526.93;59108325.46;59080621.07;59061912.43;59006227.23;59006227.23;58949086.51;58949086.51;58894909.28;58894909.28;58865197.35;58865197.35;58843503.39;58843503.39
IMAGE-GNM;SSP5_oct2020;WRLD;iLand_area_km2;km2;129295940.0;129267270.0;129236870.0;129204520.0;129167740.0;129118960.0;129068560.0;129013500.0;128952950.0;128883040.0;128842560.0;128714940.0;128714940.0;128596190.0;128596190.0;128491340.0;128491340.0;128442160.0;128442160.0;128408010.0;128408010.0
IMAGE-GNM;SSP5_oct2020;BRIC;iAgri_land_area_km2;km2;10997744.1;11354143.8;11794851.6;12359515.4;12729242.1;13094046.8;13221106.5;13121863.6;13124287.5;13319569.4;13391558.4;13600101.6;13819247.4;14039500.8;14127182.2;14292573.7;14495286.0;14691676.5;14859399.2;14989019.3;15142968.3
IMAGE-GNM;SSP5_oct2020;INDUS;iAgri_land_area_km2;km2;11943109.169;11901641.306;11819913.519;11771427.44;11611051.503;11541303.192;11424733.98;11149726.636;10798488.711;10645708.88;10650507.134;10778212.063;10902160.22;10873774.968;10883722.679;10933258.263;11000266.131;11043145.119;11067002.45;11094209.846;11143192.842
IMAGE-GNM;SSP5_oct2020;ROW;iAgri_land_area_km2;km2;21806319.575;22042939.726;22143534.62;22489923.203;22771485.806;23250680.239;23525321.726;23907085.719;24294392.248;24525192.882;24969334.602;25689018.532;26409568.24;27191996.81;27946460.761;28567648.365;29137582.502;29579956.548;29864162.924;30119598.169;30490533.981
IMAGE-GNM;SSP5_oct2020;WRLD;iAgri_land_area_km2;km2;44747168.0;45298724.0;45758296.0;46620868.0;47111776.0;47886032.0;48171164.0;48178676.0;48217168.0;48490464.0;49011396.0;50067328.0;51130972.0;52105276.0;52957364.0;53793484.0;54633136.0;55314776.0;55790568.0;56202824.0;56776688.0
IMAGE-GNM;SSP5_oct2020;BRIC;iArea_arable_km2;km2;4450200.98;4533695.83;4592330.98;4850493.3;4939415.4;5022740.98;4992257.71;5016446.18;5009838.99;5220321.2;5204851.4;5242875.52;5277124.84;5337100.61;5245847.96;5233927.93;5260732.89;5323709.06;5364993.15;5406915.96;5480318.32
IMAGE-GNM;SSP5_oct2020;INDUS;iArea_arable_km2;km2;4431527.684;4370231.312;4396736.573;4420144.533;4340474.862;4246811.509;4212760.962;4046084.099;3879215.576;3842493.27;3864175.667;3964378.652;4058031.701;3975902.708;3946214.149;3939146.699;3948660.539;3970570.692;3968474.333;3966767.54;3995137.63
IMAGE-GNM;SSP5_oct2020;ROW;iArea_arable_km2;km2;5214317.1262;5404254.253;5470074.4489;5654248.0307;5820575.6176;6087621.0294;6196205.4406;6463247.5292;6734722.9876;6989297.7155;7304863.4543;7816057.1191;8320376.5418;8891112.8046;9423941.9997;9857173.5545;10250180.0526;10587714.9537;10771637.926;10971333.4316;11278374.1926
IMAGE-GNM;SSP5_oct2020;WRLD;iArea_arable_km2;km2;14096045.5;14308182.5;14459142.5;14924887.5;15100467.0;15357173.0;15401225.0;15525777.5;15623777.0;16052112.0;16373889.0;17023312.0;17655534.5;18204116.0;18616005.0;19030247.5;19459572.5;19881994.5;20105105.5;20345016.5;20753830.0
IMAGE-GNM;SSP5_oct2020;BRIC;iArea_grass_km2;km2;6547542.4;6820441.18;7202518.26;7509017.2;7789821.88;8071304.48;8228846.91;8105420.01;8114440.61;8099243.96;8186704.2;8357223.23;8542119.69;8702399.72;8881331.51;9058649.12;9234554.42;9367967.5;9494406.48;9582102.23;9662651.62
IMAGE-GNM;SSP5_oct2020;INDUS;iArea_grass_km2;km2;7511579.3273;7531407.6484;7423176.1541;7351281.3669;7270571.8285;7294491.2321;7211968.3828;7103640.3341;6919273.4243;6803213.2711;6786332.9291;6813834.5904;6844131.469;6897873.7837;6937508.5251;6994109.6271;7051605.8692;7072574.527;7098527.8793;7127440.9869;7148055.088
IMAGE-GNM;SSP5_oct2020;ROW;iArea_grass_km2;km2;16592002.3225;16638683.8585;16673460.2507;16835675.2608;16950908.2555;17163058.3219;17329116.0697;17443837.8564;17559666.4652;17535893.9381;17664472.0344;17872963.3135;18089192.4348;18300883.5521;18522516.7967;18710471.4727;18887395.5865;18992239.046;19092522.6412;19148258.4584;19212155.6612
IMAGE-GNM;SSP5_oct2020;WRLD;iArea_grass_km2;km2;30651124.0;30990532.0;31299156.0;31695974.0;32011304.0;32528856.0;32769930.0;32652900.0;32593382.0;32438354.0;32637510.0;33044020.0;33475444.0;33901160.0;34341356.0;34763232.0;35173552.0;35432780.0;35685460.0;35857800.0;36022856.0
IMAGE-GNM;SSP5_oct2020;BRIC;iArea_ifa_grass_km2;km2;2188034.47;2207815.809;2090344.488;2178531.549;2319749.296;2439769.959;2501186.32;2694174.178;2666148.962;2697234.87;2702774.798;2779146.86;2838806.433;2879509.727;2922098.659;2949113.638;3024386.808;3034939.464;3052295.492;3055040.026;3073374.72
IMAGE-GNM;SSP5_oct2020;INDUS;iArea_ifa_grass_km2;km2;2266622.9213;2274802.2544;2218367.6081;2220270.1469;2162950.5005;2146031.6921;2134892.1838;2167693.2461;2171659.7493;2140303.5031;2114720.9251;2119651.3934;2120137.181;2136825.7457;2140986.1121;2175549.6101;2212004.9872;2231655.855;2247077.4203;2276493.9609;2288104.382
IMAGE-GNM;SSP5_oct2020;ROW;iArea_ifa_grass_km2;km2;2331713.69641;2388331.91435;2387410.59986;2514731.18759;2568934.8051;2615363.40738;2669738.50283;2743384.96598;2797695.83322;2852272.10174;2946108.51309;3067101.7982;3146591.8526;3272268.48796;3375050.74274;3463870.63952;3514913.24049;3582767.57368;3633813.04533;3668175.55808;3719543.65884
IMAGE-GNM;SSP5_oct2020;WRLD;iArea_ifa_grass_km2;km2;6786371.5;6870949.5;6696122.5;6913534.0;7051634.0;7201166.0;7305816.5;7605251.5;7635504.5;7689810.0;7763605.0;7965901.0;8105536.0;8288604.0;8438136.0;8588534.0;8751304.0;8849364.0;8933187.0;8999709.0;9081021.0
IMAGE-GNM;SSP5_oct2020;BRIC;iNatural_land_area_km2;km2;27900352.4;27540595.2;27094826.2;26524233.9;26148207.7;25772558.0;25632698.1;25715713.2;25695014.2;25480712.5;25408113.9;25175940.2;24956797.4;24717934.6;24630256.6;24451272.5;24248569.5;24053622.7;23885901.6;23760705.7;23606750.9
IMAGE-GNM;SSP5_oct2020;INDUS;iNatural_land_area_km2;km2;19225312.48;19251829.97;19319799.48;19354487.44;19498298.03;19545798.91;19641051.76;19895676.92;20226831.3;20356444.82;20330465.62;20154479.73;20030530.69;20015916.25;20005965.1;19919335.7;19852328.49;19788545.28;19764687.03;19720612.29;19671634.39
IMAGE-GNM;SSP5_oct2020;ROW;iNatural_land_area_km2;km2;37423110.59;37176157.37;37064010.62;36704963.35;36409493.82;35914572.61;35623670.32;35223426.94;34813913.58;34555417.75;34092567.08;33317197.48;32596647.06;31757078.31;31002616.76;30327254.6;29757325.85;29285233.25;29001025.2;28723893.14;28352957.47
IMAGE-GNM;SSP5_oct2020;WRLD;iNatural_land_area_km2;km2;84548784.0;83968584.0;83478632.0;82583688.0;82056000.0;81232920.0;80897424.0;80834808.0;80735760.0;80392576.0;79831152.0;78647624.0;77583976.0;76490928.0;75638832.0;74697864.0;73858232.0;73127400.0;72651616.0;72205216.0;71631344.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNrunoff;kgN/yr;3240246395.48;3484163536.34;3962272197.81;4509725884.76;5005726766.91;5382662220.72;5418117052.77;5761233892.07;6086792526.64;6386345609.88;6648064130.73;6907350407.54;7196045362.86;7423199026.57;7565946357.49;7647724463.1;7737131870.53;7781809491.92;7828638081.07;7943771345.63;8056267734.91
IMAGE-GNM;SSP3_oct2020;INDUS;iNrunoff;kgN/yr;2885511239.26;3009276402.8;3177371525.64;3245067875.68;3171670359.63;3074531013.6;3016680523.82;2962923189.57;2860899138.88;2945487016.58;2969888788.2;3057732552.56;3129150653.48;3175736454.12;3221082916.4;3272933555.87;3326582370.12;3383488160.63;3489407628.76;3648224372.04;3843577113.68
IMAGE-GNM;SSP3_oct2020;ROW;iNrunoff;kgN/yr;3999165253.62;4534575248.82;4937341217.49;5189654062.71;5365907392.52;5413187934.47;5614529684.61;5818156005.55;6067016490.93;6421578169.34;6827851366.76;7330958960.3;7860386070.59;8394747380.81;8920309839.92;9430143040.49;9990806653.24;10351132765.1;10669554345.1;11006593472.2;11314584306.3
IMAGE-GNM;SSP3_oct2020;WRLD;iNrunoff;kgN/yr;10132769588.3;11035861873.8;12084831617.8;12952294481.7;13551151159.6;13878227799.5;14057173879.9;14550159689.3;15022554744.1;15761257371.8;16453650839.0;17303888451.3;18193428617.8;19001529379.4;19715185631.7;20358647579.9;21062367414.3;21524276944.7;21995446582.1;22606435728.4;23222275693.5
IMAGE-GNM;SSP3_oct2020;BRIC;iNrunoff_agri;kgN/yr;2611376018.33;2856639939.71;3333576892.0;3888033179.65;4387533327.73;4774667954.08;4812308001.13;5140105207.06;5452485196.52;5746040113.74;6005233651.66;6268130483.61;6563561460.92;6796112414.98;6942354590.87;7029947793.02;7124481600.77;7172371739.58;7222110115.46;7341522111.51;7460196482.35
IMAGE-GNM;SSP3_oct2020;INDUS;iNrunoff_agri;kgN/yr;2530021028.63;2645408438.87;2809320693.74;2878424759.01;2801980139.08;2702883151.4;2644612694.69;2584121065.8;2480768520.08;2568379997.43;2593944299.96;2687775211.35;2758117910.88;2802153573.24;2849740853.45;2899735721.67;2955817563.9;3011419021.02;3116330923.33;3279709454.5;3476012516.35
IMAGE-GNM;SSP3_oct2020;ROW;iNrunoff_agri;kgN/yr;3382364065.56;3926644402.38;4328715229.95;4584870245.45;4758740347.36;4808544366.08;5009720572.58;5216079978.39;5464015484.05;5816703994.7;6225556688.88;6737085109.64;7273183624.86;7820283732.73;8354395561.33;8878390332.97;9456538138.95;9823115458.95;10147732092.4;10493243691.7;10807852243.2
IMAGE-GNM;SSP3_oct2020;WRLD;iNrunoff_agri;kgN/yr;8523761112.53;9428692780.96;10471612815.7;11351328184.1;11948253814.2;12286095471.6;12466641268.4;12940306251.2;13397269200.6;14131124105.9;14824734640.5;15692990804.6;16594862996.7;17418549720.9;18146491005.7;18808073847.7;19536837303.6;20006906219.6;20486173131.2;21114475257.7;21744061241.9
IMAGE-GNM;SSP3_oct2020;BRIC;iNrunoff_arable;kgN/yr;2032521298.28;2248266858.99;2682398316.1;3201730414.56;3654544054.11;4001875316.33;4005745138.37;4329195386.49;4619038114.88;4901443576.57;5140845167.49;5380706631.08;5653262088.15;5866589635.14;5994783634.71;6070571153.61;6152522413.53;6190429886.41;6231622814.2;6339849928.49;6450373261.26
IMAGE-GNM;SSP3_oct2020;INDUS;iNrunoff_arable;kgN/yr;2116932203.0;2225936636.66;2386415603.45;2454249717.04;2394935823.58;2319372517.87;2272213670.67;2219126142.75;2128046528.05;2226128383.42;2262921385.3;2367998495.59;2432550308.99;2468276995.56;2510923051.21;2549935171.47;2601413581.95;2653145931.27;2751269019.47;2913199926.71;3103268705.72
IMAGE-GNM;SSP3_oct2020;ROW;iNrunoff_arable;kgN/yr;2655233438.29;3183644313.98;3561733591.18;3795505121.15;3955494708.61;4001450096.02;4189965133.31;4379791657.57;4604390274.41;4948891691.41;5321168872.39;5780036721.32;6268160688.72;6757604081.86;7240444181.55;7714801024.9;8244053611.13;8571415501.6;8851939202.32;9173031948.54;9455694358.88
IMAGE-GNM;SSP3_oct2020;WRLD;iNrunoff_arable;kgN/yr;6804686939.57;7657847809.64;8630547510.73;9451485252.74;10004974586.3;10322697930.2;10467923942.3;10928113186.8;11351474917.3;12076463651.4;12724935425.2;13528741848.0;14353973085.9;15092470712.6;15746150867.5;16335307350.0;16997989606.6;17414991319.3;17834831036.0;18426081803.7;19009336325.9
IMAGE-GNM;SSP3_oct2020;BRIC;iNrunoff_grass;kgN/yr;578854720.052;608373080.716;651178575.9;686302765.092;732989273.62;772792637.744;806562862.765;810909820.57;833447081.641;844596537.168;864388484.168;887423852.528;910299372.772;929522779.832;947570956.154;959376639.403;971959187.236;981941853.163;990487301.257;1001672183.02;1009823221.09
IMAGE-GNM;SSP3_oct2020;INDUS;iNrunoff_grass;kgN/yr;413088825.639;419471802.206;422905090.286;424175041.975;407044315.497;383510633.529;372399024.018;364994923.046;352721992.027;342251614.012;331022914.659;319776715.758;325567601.891;333876577.677;338817802.237;349800550.207;354403981.952;358273089.752;365061903.86;366509527.792;372743810.634
IMAGE-GNM;SSP3_oct2020;ROW;iNrunoff_grass;kgN/yr;727130627.27;743000088.398;766981638.778;789365124.303;803245638.75;807094270.058;819755439.276;836288320.82;859625209.634;867812303.287;904387816.488;957048388.313;1005022936.13;1062679650.87;1113951379.78;1163589308.07;1212484527.81;1251699957.35;1295792890.07;1320211743.11;1352157884.36
IMAGE-GNM;SSP3_oct2020;WRLD;iNrunoff_grass;kgN/yr;1719074172.96;1770844971.32;1841065304.96;1899842931.37;1943279227.87;1963397541.33;1998717326.06;2012193064.44;2045794283.3;2054660454.47;2099799215.31;2164248956.6;2240889910.8;2326079008.38;2400340138.17;2472766497.68;2538847697.0;2591914900.27;2651342095.19;2688393453.93;2734724916.08
IMAGE-GNM;SSP3_oct2020;BRIC;iNrunoff_nat;kgN/yr;628870377.151;627523596.632;628695305.809;621692705.107;618193439.178;607994266.642;605809051.642;621128685.015;634307330.128;640305496.14;642830479.063;639219923.934;632483901.936;627086611.598;623591766.621;617776670.087;612650269.762;609437752.347;606527965.608;602249234.123;596071252.554
IMAGE-GNM;SSP3_oct2020;INDUS;iNrunoff_nat;kgN/yr;355490210.622;363867963.927;368050831.9;366643116.672;369690220.554;371647862.207;372067829.129;378802123.772;380130618.805;377107019.146;375944488.248;369957341.209;371032742.601;373582880.882;371342062.946;373197834.202;370764806.223;372069139.604;373076705.428;368514917.544;367564597.321
IMAGE-GNM;SSP3_oct2020;ROW;iNrunoff_nat;kgN/yr;616801188.055;607930846.443;608625987.531;604783817.253;607167045.159;604643568.382;604809112.024;602076027.163;603001006.88;604874174.642;602294677.882;593873850.665;587202445.735;574463648.076;565914278.582;551752707.524;534268514.289;528017306.11;521822252.739;513349780.542;506732063.099
IMAGE-GNM;SSP3_oct2020;WRLD;iNrunoff_nat;kgN/yr;1609008475.8;1607169092.85;1613218802.1;1600966297.6;1602897345.39;1592132327.89;1590532611.54;1609853438.01;1625285543.5;1630133265.93;1628916198.5;1610897646.73;1598565621.19;1582979658.44;1568694626.03;1550573732.26;1525530110.72;1517370725.18;1509273450.89;1491960470.77;1478214451.54
IMAGE-GNM;SSP4_oct2020;BRIC;iN_feed_aquaculture;kgN/yr;111562861.696;155743725.622;208953996.963;480796358.258;900046552.44;1716322235.92;2166273999.29;2703075286.45;3379428669.97;4139397462.43;4313731100.07;4365982053.59;4453706482.25;4538712263.4;4625376750.47;4818203130.1;4961012406.76;5110590722.62;5267506093.24;5432386192.01;5605924834.8
IMAGE-GNM;SSP4_oct2020;INDUS;iN_feed_aquaculture;kgN/yr;23181131.3535;34676206.1948;41727112.2875;59821889.6494;71210236.1663;72063974.7409;67241586.3595;60313812.6378;52455004.4448;46342302.7745;48262282.9254;48180189.0821;48480608.9536;48905628.8294;49338736.6501;50726392.4361;51773413.8465;52857336.2051;53977819.9911;55134319.7293;56326057.1004
IMAGE-GNM;SSP4_oct2020;ROW;iN_feed_aquaculture;kgN/yr;38625927.045;48713365.603;62147763.5036;97205425.4386;150934097.151;225288465.822;303602595.769;522697477.031;852390117.53;1158776886.8;1217096475.12;1278412348.27;1331688603.12;1369684484.88;1408778824.27;1524180306.12;1620401994.39;1722129515.42;1829595790.46;1943031553.51;2062662965.04
IMAGE-GNM;SSP4_oct2020;WRLD;iN_feed_aquaculture;kgN/yr;173369920.095;239133297.42;312828872.754;637823673.346;1122190885.76;2013674676.48;2537118181.42;3286086576.12;4284273791.95;5344516652.01;5579089858.12;5692574590.94;5833875694.32;5957302377.11;6083494311.39;6393109828.66;6633187814.99;6885577574.24;7151079703.69;7430552065.25;7724913856.94
IMAGE-GNM;SSP4_oct2020;BRIC;iP_feed_aquaculture;kgP/yr;16620628.8472;23260154.597;31329325.6146;71850254.1192;134683380.676;258363989.565;351330200.112;477076736.796;626330346.164;759552604.575;792845295.024;809412135.582;817881253.761;834011452.563;850459217.845;892121183.921;927212923.939;964654720.361;1004675063.43;1047527092.51;1093491290.55
IMAGE-GNM;SSP4_oct2020;INDUS;iP_feed_aquaculture;kgP/yr;5236946.4125;8051152.225;10376423.1964;13967117.0502;15786767.0955;14618118.0641;12009433.6673;11658212.5978;10665537.5112;9722913.16196;10134383.9696;10027301.8219;9935240.41258;9998811.1806;10063772.4449;10318116.3406;10518807.494;10725744.5046;10938813.6114;11157857.07;11382667.5742
IMAGE-GNM;SSP4_oct2020;ROW;iP_feed_aquaculture;kgP/yr;5626851.1345;7175486.70637;9523029.88473;15507658.7419;24157147.04;36458463.2802;50637643.7423;91594538.9929;158517261.318;218522713.784;230478354.565;242177715.613;252147881.367;259123993.943;266293935.636;286959634.377;303849109.102;321571364.87;340143734.909;359579946.686;379889298.951
IMAGE-GNM;SSP4_oct2020;WRLD;iP_feed_aquaculture;kgP/yr;27484426.3942;38486793.5283;51228778.6958;101325029.911;174627294.811;309440570.91;413977277.522;580329488.386;795513144.994;987798231.521;1033458033.56;1061617153.02;1079964375.54;1103134257.69;1126816925.93;1189398934.64;1241580840.53;1296951829.73;1355757611.95;1418264896.27;1484763257.07
IMAGE-GNM;SSP3_oct2020;BRIC;iPrunoff;kgP/yr;1340954066.33;1415042065.8;1512791537.76;1664932316.96;1817546310.02;1903660193.31;1941526110.43;2036150924.76;2130037549.4;2228343453.63;2276158694.81;2337777686.65;2424686745.34;2496855759.35;2540533942.97;2560003324.34;2583726262.5;2609266316.53;2630556290.34;2679958772.18;2723552844.94
IMAGE-GNM;SSP3_oct2020;INDUS;iPrunoff;kgP/yr;1204362049.74;1204025629.49;1236021890.01;1226919646.97;1183787071.13;1148944956.65;1125176784.11;1096354847.61;1051293780.23;1061674011.29;1079861049.18;1103320482.72;1126121089.42;1134650914.67;1141361217.67;1152424683.47;1160210193.39;1177436788.68;1201241588.51;1249002973.06;1316610799.58
IMAGE-GNM;SSP3_oct2020;ROW;iPrunoff;kgP/yr;1967981604.15;2175134772.81;2293589313.89;2370394306.88;2427426027.33;2438590334.39;2453562686.69;2524485711.57;2579966937.54;2676984664.9;2841888094.0;3024998934.48;3217951966.46;3416076813.68;3610162163.22;3769463578.69;3957063221.82;4087835662.41;4206942633.72;4347658203.41;4483237454.62
IMAGE-GNM;SSP3_oct2020;WRLD;iPrunoff;kgP/yr;4518507949.77;4799412684.32;5047612949.71;5267456461.81;5433969582.62;5496405649.16;5525475734.56;5662201621.73;5766508391.74;5972212257.43;6203117937.4;6471307187.28;6773969884.64;7052793560.2;7297267396.36;7487101662.91;7706209754.12;7879748849.97;8043950594.92;8281830041.2;8528611191.69
IMAGE-GNM;SSP3_oct2020;BRIC;iPrunoff_agri;kgP/yr;1102415458.42;1178512778.77;1280394862.85;1438171229.27;1595038942.81;1684300037.86;1723398002.42;1815862674.69;1909262314.71;2008253334.24;2056373030.88;2119100274.18;2207173376.24;2280882968.66;2325201542.42;2344978496.6;2369035461.59;2394699132.4;2415978875.81;2466125902.47;2510355140.32
IMAGE-GNM;SSP3_oct2020;INDUS;iPrunoff_agri;kgP/yr;1058321765.15;1056510271.48;1088036607.24;1078570357.36;1034483785.83;999123088.961;974746064.368;944936801.07;898715115.058;908485247.848;926647043.524;950820853.26;974209245.317;982721094.365;989418175.969;1000652670.59;1008710323.25;1026009074.16;1050118155.42;1098650315.84;1167752865.51
IMAGE-GNM;SSP3_oct2020;ROW;iPrunoff_agri;kgP/yr;1730710576.86;1942303944.18;2062903138.28;2141778036.56;2199862120.89;2213505917.44;2229551102.13;2302028399.85;2358437905.23;2456901357.31;2624409383.97;2811866792.86;3009270578.74;3212733655.13;3411273749.41;3574671860.24;3766856894.79;3900443767.7;4021496071.32;4165316775.62;4303397655.08
IMAGE-GNM;SSP3_oct2020;WRLD;iPrunoff_agri;kgP/yr;3891447800.43;4177326994.43;4431334608.37;4658519623.2;4829384849.54;4896929044.26;4927695168.92;5062827875.61;5166415335.0;5373639939.4;5607429458.37;5881787920.3;6190653200.3;6476337718.16;6725893467.8;6920303027.43;7144602679.64;7321151974.25;7487593102.55;7730092993.94;7981505660.91
IMAGE-GNM;SSP3_oct2020;BRIC;iPrunoff_arable;kgP/yr;854484577.922;923802006.789;1011120070.3;1156475101.46;1299292469.8;1376303446.88;1406585502.74;1503576687.94;1594445210.06;1692052650.8;1736840833.61;1792810063.0;1872943960.71;1940350610.13;1978574336.3;1993831535.07;2013141039.89;2034160068.98;2051595394.15;2097672216.57;2138430622.0
IMAGE-GNM;SSP3_oct2020;INDUS;iPrunoff_arable;kgP/yr;909072422.275;909301990.916;942149069.828;934698460.078;896175866.238;863525206.725;843265930.622;815815762.152;773558211.768;786147171.327;806190618.828;832331605.307;854034606.495;860318609.677;866457369.191;875135224.807;882765813.777;899513534.225;921774353.274;970962668.353;1038487508.04
IMAGE-GNM;SSP3_oct2020;ROW;iPrunoff_arable;kgP/yr;1394516547.03;1602026844.94;1717468203.29;1789747165.33;1844438980.16;1854894383.39;1865476151.23;1935267057.18;1986620986.73;2084338226.42;2244673154.06;2419763145.68;2605288903.14;2793653337.63;2979762552.4;3131790519.88;3312179089.2;3435863561.96;3545409341.27;3684053629.25;3813401311.59
IMAGE-GNM;SSP3_oct2020;WRLD;iPrunoff_arable;kgP/yr;3158073547.23;3435130842.64;3670737343.41;3880920726.87;4039907316.2;4094723037.0;4115327584.6;4254659507.27;4354624408.55;4562538048.54;4787704606.5;5044904813.99;5332267470.35;5594322557.44;5824794257.89;6000757279.75;6208085942.86;6369537165.16;6518779088.69;6752688514.18;6990319441.62
