"","Study","ScenYear","Model","Scope","Scenario..author.code.","Pasture.scope","Initial_condition","Delta_initial","Pasture","Rum_feed_grass","rstand"
"120","Odegard & van der Voet (2014)",2050,"Odegard & van der Voet (2014)","Agriculture","A1","FAO - other",2285.71428571429,-991.285714285714,-0.43125,-0.0479965788582511,-1.16776688102761
"170","Searchinger et al. (2018)",2050,"GlobAgri-WRR","Agriculture","No productivity gains after 2010","FAO - Permanent meadows and pastures",3322,45,0.661950632149308,0.809348775514868,1.27558931307234
"303","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-organic yields_Diet-BAU+bau (0.7+G+Org+BAU+bau)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,0.208285746100909,-0.139432371349821,2.60729140302847
"308","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-high yield_Diet-MEAT+bau (0.7+G+HY+MEAT+bau)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,0.343589200661911,0.0396342631164412,2.61716512780255
"329","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-yield gap closed_Diet-RICH+mono (0.7+R+YGC+RICH+mono)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.500197228694396,-1,2.20754375319398
"330","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-FAO yield_Diet-RICH+mono (0.7+R+FAO+RICH+mono)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.427480730245592,-1,2.64744879945499
"346","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-high yield_Diet-VEGET+rumi (0.7+R+HY+VEGET+rumi)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.464270023824743,0.151726266252776,-2.7762548435676
"347","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-yield gap closed_Diet-VEGET+rumi (0.7+R+YGC+VEGET+rumi)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.443066746755412,0.151726266252776,-2.64798369769228
"348","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-FAO yield_Diet-VEGET+rumi (0.7+R+FAO+VEGET+rumi)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.461030349190239,0.151726266252776,-2.75665613831688
"351","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-yield gap closed_Diet-VEGET+bau (0.7+R+YGC+VEGET+bau)","‘Grassland’ category by IPCC",2923.13305143056,-353.86694856944,-0.517377425119401,-1,2.10361059821078
"452","Weindl et al. (2017a)",2050,"MAgPIE 3","Agriculture","SSP2-Divergence","FAO - Permanent meadows and pastures",3238,-39,0.0657813465101915,0.798598457451891,-2.24520715787795
"460","Weindl et al. (2017a)",2050,"MAgPIE 3","Agriculture","SSP2-Divergence+Static WP","FAO - Permanent meadows and pastures",3238,-39,0.0574428659666462,0.798598457451891,-2.29565155148194
