"","Study","ScenYear","Model","Scope","Scenario..author.code.","Water.scope","Initial_condition","Delta_initial","Water","All_feed_water","Plant_food_water","Yield","WPinc","rstand"
"99","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_40Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.0568237248645829,-1,0.498629631448039,0.217073170731708,0,-2.34605958054244
"100","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_20Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.0588196648231128,-1,0.500170516899759,0.253658536585366,0,-2.51785061323593
"101","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_0Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.198186924643499,-1,0.696514882343954,0.246341463414634,0,-2.31921977819299
"102","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_80Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.202186333048625,-1,0.69781870849541,0.107317073170732,0,-1.55808651656175
"103","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_60Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.200278163119607,-1,0.697522384370079,0.141463414634146,0,-1.75986718230668
"104","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_40Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.198964180967942,-1,0.697226060244748,0.175609756097561,0,-1.95228582447592
"105","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_20Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.198306541868522,-1,0.696870471294351,0.209756097560976,0,-2.13374896987204
"107","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_80Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.0406831405553137,-1,0.494955212293937,0.170731707317073,0,-2.3250830761132
"108","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_60Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.0384962748909001,-1,0.496733157045922,0.209756097560976,0,-2.57771975571787
"109","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_40Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.0369654294671203,-1,0.498511101797906,0.251219512195122,0,-2.83250491579916
"111","Muller et al. (2017)",2050,"SOLm","Agriculture","50Conc_0Org","FAO AQUASTAT 2013",1371.32,-435.68,0.344808886068581,-0.75048230981367,0.615736925778775,0.0902439024390245,0,1.33908144683513
"131","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_0Org","FAO AQUASTAT 2013",1371.32,-435.68,0.462495494358803,0.477517435220025,0.474093993870648,0.326829268292683,0,2.03281858097188
"132","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_80Org","FAO AQUASTAT 2013",1371.32,-435.68,0.464069311510645,0.519367730342508,0.462300293682482,0.373170731707317,0,1.89431928410281
"133","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_60Org","FAO AQUASTAT 2013",1371.32,-435.68,0.464092235145142,0.633110360311163,0.466211772136848,0.170731707317073,0,2.75909894649739
"134","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_40Org","FAO AQUASTAT 2013",1371.32,-435.68,0.464541432327336,0.58720148511824,0.469530602340553,0.209756097560976,0,2.58501555755222
"135","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_20Org","FAO AQUASTAT 2013",1371.32,-435.68,0.465274382116443,0.546196079812095,0.472375313943729,0.246341463414634,0,2.42714141932727
"136","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_0Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.462495494358803,0.477517435220025,0.474093993870648,0.327190791219512,0,2.03096803840342
"137","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_80Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.296320599962589,0.315991299293725,0.266489311663882,0.391242917560976,0,1.42266496641172
"138","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_60Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.29582163855124,0.414299133370995,0.271586086619572,0.180659011219512,0,2.32644492946041
"139","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_40Org_W50","FAO AQUASTAT 2013",1371.32,-435.68,0.295816213689642,0.374914826368364,0.275912418849402,0.218783395121951,0,2.13183420501181
"141","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_80Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.454320553092769,0.509671283350922,0.45939631725424,0.34574398902439,0,1.92239335199196
"142","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_60Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.448698217995794,0.62317123218353,0.462833677108077,0.145050182195122,0,2.694486326892
"143","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_40Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.444003483239744,0.57745829448994,0.465856183186451,0.178049392926829,0,2.47304110123657
"144","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_20Org_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.440075862553381,0.534820325646849,0.468404570664296,0.210863377073171,0,2.26599479594821
"145","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_0Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.462495494358803,0.477517435220025,0.474093993870648,0.327190791219512,0,2.03096803840342
"146","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_80Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.296727177856316,0.307314939064214,0.262992686984979,0.361852317560976,0,1.62576318174884
"147","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_60Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.289214092603929,0.40501380352704,0.26761534334014,0.153169848292683,0,2.4149117350443
"148","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_40Org_W50_CCyes","FAO AQUASTAT 2013",1371.32,-435.68,0.282221708577858,0.366884218837602,0.271763881094771,0.186550813902439,0,2.13488908251807
"253","Weindl et al. (2017b)",2030,"MAgPIE 3","Agriculture","SSP2-Catch up","LPJmL",1160.62780062024,-646.37219937976,0.0635616885344911,0.287850206961016,0.093914461003513,-0.0186803787839434,0.129190093640964,1.50926830498373
"277","Weindl et al. (2017b)",2040,"MAgPIE 3","Agriculture","SSP2-Catch up","LPJmL",1160.62780062024,-646.37219937976,0.135516490104391,0.473398462624969,0.179589622987206,0.0800101300956608,0.162972433497159,2.02013083533884
"299","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","SSP2-Baseline","LPJmL",1160.62780062024,-646.37219937976,0.136942043150313,0.474719401054946,0.255704439103749,0.252644771312163,0.192584492456308,1.53083627857718
"301","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","SSP2-Catch up","LPJmL",1160.62780062024,-646.37219937976,0.18198674000974,0.578300419110423,0.255704439103749,0.257374932280496,0.195081926890293,2.16064423290776
"309","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","SSP2-Catch up+Static WP","LPJmL",1160.62780062024,-646.37219937976,0.399001519287015,0.578300419110423,0.255704439103749,0.307143527920352,0,1.79528181073884
"312","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","DEMI-Divergence+Static WP","LPJmL",1160.62780062024,-646.37219937976,0.221477446978565,-0.117296577147125,0.411509848901437,0.208406152122524,0,-1.65136390723398
"315","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","SSP2-Baseline+Exogenous Yield","LPJmL",1160.62780062024,-646.37219937976,0.12860016162518,0.474719401054946,0.255704439103749,0.250815057419098,0.199291842108411,1.52972088869372
"317","Weindl et al. (2017b)",2050,"MAgPIE 3","Agriculture","SSP2-Catch up+Exogenous Yield","LPJmL",1160.62780062024,-646.37219937976,0.186526521386816,0.578300419110423,0.255704439103749,0.265799934719178,0.191419467720104,2.14881751071783
